"No","Ch1","Ch2","Ch3","Ch4"
21566,0.226886556721639,0.0934532733633185,0.270864567716142,0.4087956021989
21567,0.0664667666166915,0.281859070464768,0.415292353823088,0.236381809095452
21568,0.200899550224888,0.525737131434282,0.0704647676161919,0.202898550724638
21569,0.517741129435282,0.0814592703648175,0.205897051474263,0.194902548725637
21570,0.144927536231884,0.266866566716642,0.520489755122438,0.0677161419290355
21571,0.0762118940529736,0.588455772113943,0.159420289855072,0.175912043978011
21572,0.190904547726137,0.076711644177911,0.489505247376312,0.24287856071964
21573,0.197901049475262,0.091704147926037,0.242378810594703,0.468015992003998
21574,0.0892053973013495,0.274862568715642,0.42903548225887,0.206896551724138
21575,0.0614692653673164,0.144927536231884,0.569215392303848,0.224387806096952
21576,0.251374312843578,0.107446276861569,0.380309845077461,0.260869565217391
21577,0.311344327836082,0.172413793103448,0.456271864067966,0.0599700149925036
21578,0.428035982008996,0.244377811094453,0.0952023988005995,0.232383808095952
21579,0.075712143928036,0.2063968015992,0.235882058970515,0.482008995502249
21580,0.0679660169915041,0.507746126936532,0.161419290354823,0.262868565717141
21581,0.44752623688156,0.183908045977011,0.0867066466766615,0.281859070464768
21582,0.0772113943028486,0.172413793103448,0.439530234882559,0.310844577711144
21583,0.085457271364318,0.179910044977511,0.218390804597701,0.51624187906047
21584,0.209895052473763,0.286356821589205,0.101699150424788,0.402048975512244
21585,0.412043978010994,0.223888055972014,0.0777111444277861,0.286356821589205
21586,0.199400299850075,0.493753123438281,0.091454272863568,0.215392303848076
21587,0.06271864067966,0.541479260369815,0.174912543728136,0.220889555222389
21588,0.063718140929535,0.158920539730135,0.487506246876561,0.289855072463768
21589,0.166916541729135,0.072463768115942,0.504247876061969,0.256371814092954
21590,0.066966516741629,0.158420789605197,0.512743628185907,0.261869065467266
21591,0.0612193903048475,0.182408795602199,0.456521739130435,0.299850074962519
21592,0.181409295352324,0.297351324337831,0.067216391804098,0.454022988505747
21593,0.484507746126936,0.224387806096952,0.0662168915542229,0.224887556221889
21594,0.079710144927536,0.199400299850075,0.23288355822089,0.488005997001499
21595,0.264367816091954,0.218890554722639,0.061719140429785,0.455022488755622
21596,0.169915042478761,0.600949525237381,0.0442278860569715,0.184907546226887
21597,0.272863568215892,0.372563718140929,0.0627186406796601,0.291854072963518
21598,0.06271864067966,0.42103948025987,0.292353823088456,0.223888055972014
21599,0.218390804597701,0.431534232883558,0.267866066966517,0.082208895552224
21600,0.148925537231384,0.226386806596702,0.0697151424287855,0.554972513743129
21601,0.0754622688655671,0.207396301849075,0.20039980009995,0.516741629185407
21602,0.051974012993503,0.453273363318341,0.287856071964018,0.206896551724138
21603,0.330834582708646,0.158920539730135,0.0737131434282859,0.436531734132934
21604,0.0472263868065967,0.213393303348326,0.46951524237881,0.269865067466267
21605,0.192903548225887,0.0472263868065967,0.46751624187906,0.292353823088456
21606,0.213393303348326,0.055222388805597,0.434532733633183,0.296851574212894
21607,0.500249875062469,0.19240379810095,0.0424787606196901,0.264867566216892
21608,0.199400299850075,0.502998500749625,0.053223388305847,0.244377811094453
21609,0.117941029485257,0.0537231384307846,0.442528735632184,0.385807096451774
21610,0.35232383808096,0.299350324837581,0.0494752623688156,0.298850574712644
21611,0.0454772613693154,0.16391804097951,0.498250874562719,0.292353823088456
21612,0.571964017991004,0.133933033483258,0.237881059470265,0.0562218890554725
21613,0.0537231384307846,0.247876061969015,0.389555222388806,0.308845577211394
21614,0.0409795102448776,0.389805097451275,0.286356821589205,0.282858570714643
21615,0.222888555722139,0.417291354322839,0.047976011994003,0.311844077961019
21616,0.192903548225887,0.0399800099950025,0.608695652173914,0.158420789605197
21617,0.0827086456771615,0.277861069465267,0.257871064467766,0.381559220389805
21618,0.219890054972514,0.0624687656171914,0.252873563218391,0.464767616191904
21619,0.205397301349325,0.205897051474263,0.0679660169915041,0.520739630184908
21620,0.104947526236882,0.613943028485757,0.0422288855572214,0.23888055972014
21621,0.072713643178411,0.331834082958521,0.174412793603198,0.42103948025987
21622,0.0654672663668165,0.301849075462269,0.166416791604198,0.466266866566717
21623,0.251374312843578,0.454272863568216,0.1984007996002,0.095952023988006
21624,0.469015492253873,0.254872563718141,0.088705647176412,0.187406296851574
21625,0.0817091454272864,0.201899050474763,0.457021489255372,0.259370314842579
21626,0.478010994502749,0.221389305347326,0.098200899550225,0.2023988005997
21627,0.0924537731134434,0.264867566216892,0.430284857571214,0.212393803098451
21628,0.227386306846577,0.555222388805597,0.149925037481259,0.0674662668665665
21629,0.482758620689655,0.225887056471764,0.088455772113943,0.202898550724638
21630,0.0859570214892555,0.24487756121939,0.239880059970015,0.42928535732134
21631,0.226386806596702,0.174412793603198,0.535732133933033,0.0634682658670665
21632,0.202898550724638,0.261869065467266,0.435532233883059,0.0997001499250375
21633,0.0867066466766615,0.41304347826087,0.211394302848576,0.288855572213893
21634,0.249375312343828,0.524487756121939,0.162418790604698,0.063718140929535
21635,0.151424287856072,0.615692153923038,0.16391804097951,0.0689655172413795
21636,0.477011494252874,0.233383308345827,0.0892053973013495,0.20039980009995
21637,0.31384307846077,0.426286856571714,0.0814592703648174,0.178410794602699
21638,0.233883058470765,0.416791604197901,0.28535732133933,0.063968015992004
21639,0.243378310844578,0.5039980009995,0.083208395802099,0.169415292353823
21640,0.440029985007496,0.286356821589205,0.195902048975512,0.0777111444277861
21641,0.288355822088956,0.362068965517241,0.280859570214893,0.0687156421789104
21642,0.4960019990005,0.084207896051974,0.228885557221389,0.190904547726137
21643,0.0654672663668166,0.226886556721639,0.533233383308346,0.174412793603198
21644,0.375562218890555,0.276361819090455,0.0722138930534735,0.275862068965517
21645,0.063968015992004,0.586706646676662,0.158920539730135,0.190404797601199
21646,0.079960019990005,0.228385807096452,0.471264367816092,0.220389805097451
21647,0.194902548725637,0.0902048975512245,0.476511744127937,0.238380809595202
21648,0.286356821589205,0.180409795102449,0.451274362818591,0.081959020489755
21649,0.537231384307846,0.152423788105947,0.23688155922039,0.073463268365817
