"No","Ch1","Ch2","Ch3","Ch4","Choice"
1,0.197193741798401,0.432762295007706,0.280687123537064,0.089356854557991,2
2,0.404579937458038,0.225950703024864,0.0362695083022118,0.333199858665466,1
3,0.238821506500244,0.30580073595047,0.161974489688873,0.29340323805809,2
4,0.271302878856659,0.376091957092285,0.103252872824669,0.249352261424065,2
5,0.234600767493248,0.239701867103577,0.455362200737,0.0703351348638535,2
6,0.590090870857239,0.265278577804565,0.0353514663875103,0.109279088675976,2
7,0.17178912460804,0.6707963347435,0.0269365478307009,0.130478009581566,2
8,0.509522616863251,0.116500779986382,0.0488462634384632,0.32513028383255,2
9,0.0380172282457352,0.568207740783691,0.0621583536267281,0.331616640090942,2
10,0.136056497693062,0.473012059926987,0.0479322709143162,0.342999190092087,2
11,0.186765089631081,0.346995174884796,0.135865315794945,0.330374449491501,2
12,0.177787750959396,0.211387351155281,0.455287665128708,0.155537188053131,2
13,0.0987130180001259,0.183218821883202,0.435451745986938,0.282616406679153,2
14,0.154704675078392,0.354588478803635,0.0555156879127026,0.43519115447998,2
15,0.11812886595726,0.570777714252472,0.0502437241375446,0.260849684476852,2
16,0.221312016248703,0.174557819962502,0.137653067708015,0.466477125883102,3
17,0.088828057050705,0.44846385717392,0.0490480102598667,0.413660079240799,2
18,0.151105359196663,0.618740856647491,0.039029311388731,0.19112440943718,2
19,0.0736304000020027,0.57988965511322,0.194178447127342,0.152301490306854,2
20,0.4347924888134,0.250100493431091,0.148517474532127,0.166589483618736,2
21,0.369505971670151,0.183837071061134,0.108171969652176,0.338485032320023,1
22,0.0358712263405323,0.309477210044861,0.121276326477528,0.533375263214111,4
23,0.147047504782677,0.532836437225342,0.178308725357056,0.141807317733765,3
24,0.0450493730604649,0.171987622976303,0.192079275846481,0.590883731842041,4
25,0.151600211858749,0.113142065703869,0.342851102352142,0.392406582832336,3
26,0.169557675719261,0.212888315320015,0.333176225423813,0.284377783536911,4
27,0.312463164329529,0.0857148468494415,0.337276965379715,0.264544993638992,1
28,0.125914767384529,0.0967226102948189,0.358074158430099,0.419288456439972,4
29,0.0215645283460617,0.158666789531708,0.294260501861572,0.525508224964142,3
30,0.358128219842911,0.128111347556114,0.0702131241559982,0.443547248840332,4
