"No","Ch1","Ch2","Ch3","Ch4"
21566,0.12630994617939,0.413331031799316,0.273426562547684,0.186932489275932
21567,0.0510545410215855,0.420701205730438,0.340666145086288,0.187578111886978
21568,0.237382918596268,0.390172690153122,0.197120115160942,0.175324276089668
21569,0.292514503002167,0.313704967498779,0.22208759188652,0.171692922711372
21570,0.094447635114193,0.213624104857445,0.458038866519928,0.233889400959015
21571,0.0691947340965271,0.679743468761444,0.133500531315804,0.117561265826225
21572,0.121522918343544,0.267889469861984,0.375440686941147,0.235146880149841
21573,0.117451258003712,0.398937493562698,0.177543088793755,0.306068122386932
21574,0.118344657123089,0.299301117658615,0.380856871604919,0.201497361063957
21575,0.0580081902444363,0.267415374517441,0.492765933275223,0.181810468435287
21576,0.190807193517685,0.19806806743145,0.250378429889679,0.360746294260025
21577,0.154000714421272,0.116437613964081,0.477967768907547,0.251593947410583
21578,0.290365427732468,0.236585587263107,0.232961162924767,0.240087807178497
21579,0.0558523498475552,0.428778141736984,0.195899471640587,0.319470018148422
21580,0.102521739900112,0.554163634777069,0.14817787706852,0.19513675570488
21581,0.229939341545105,0.315628975629807,0.202839255332947,0.251592457294464
21582,0.0827664732933044,0.368659347295761,0.296710014343262,0.251864194869995
21583,0.0757929310202599,0.424787431955338,0.199274584650993,0.300145089626312
21584,0.172444686293602,0.302344679832458,0.145469039678574,0.379741579294205
21585,0.293451130390167,0.232217341661453,0.162390932440758,0.311940640211105
21586,0.133757382631302,0.467937290668488,0.22074069082737,0.177564635872841
21587,0.0591230317950249,0.536245346069336,0.199607670307159,0.205023944377899
21588,0.0480803549289703,0.119516722857952,0.567853391170502,0.264549523591995
21589,0.13018798828125,0.11983197927475,0.490091621875763,0.259888410568237
21590,0.0408747680485249,0.176388442516327,0.505733668804169,0.277003139257431
21591,0.0446484982967377,0.258167594671249,0.374867916107178,0.322316020727158
21592,0.096188597381115,0.322617292404175,0.0682988837361336,0.512895226478577
21593,0.471397489309311,0.181558012962341,0.13973830640316,0.207306206226349
21594,0.121905036270618,0.148912146687508,0.220547720789909,0.5086350440979
21595,0.265538275241852,0.145793750882149,0.0898896902799606,0.498778283596039
21596,0.130175322294235,0.578531086444855,0.0906976088881493,0.200595989823341
21597,0.235845446586609,0.251808881759644,0.0807937160134315,0.431551992893219
21598,0.0880316570401192,0.30265873670578,0.348386406898499,0.260923236608505
21599,0.191547960042953,0.321877241134644,0.314841479063034,0.171733319759369
21600,0.0741911083459854,0.210272610187531,0.0619050450623035,0.653631269931793
21601,0.0661022812128067,0.189120292663574,0.158325001597404,0.586452424526215
21602,0.0390370152890682,0.389032602310181,0.365062803030014,0.206867635250092
21603,0.311926066875458,0.0899062380194664,0.144282728433609,0.453884989023209
21604,0.0397100448608398,0.199844554066658,0.339221328496933,0.421224027872086
21605,0.0971613824367523,0.0653664097189903,0.51628053188324,0.321191668510437
21606,0.125134974718094,0.0326689667999744,0.333367586135864,0.508828461170197
21607,0.312964230775833,0.0390284433960915,0.0651977136731148,0.582809567451477
21608,0.163964450359344,0.285660058259964,0.0266865566372871,0.523688912391663
21609,0.0317004285752773,0.0533315949141979,0.331545770168304,0.583422243595123
21610,0.221478477120399,0.20918969810009,0.0318074822425842,0.537524342536926
21611,0.0383044630289078,0.0317517928779125,0.406576931476593,0.523366749286652
21612,0.522749125957489,0.0579129718244076,0.231984332203865,0.187353581190109
21613,0.0170989111065865,0.139082744717598,0.221799299120903,0.622019052505493
21614,0.0655232518911362,0.391036301851273,0.220246538519859,0.32319387793541
21615,0.187742188572884,0.202081337571144,0.0337699539959431,0.576406478881836
21616,0.114628702402115,0.0219209864735603,0.598884522914886,0.264565795660019
21617,0.154835790395737,0.194079965353012,0.174513533711433,0.476570755243301
21618,0.109102956950665,0.0602250024676323,0.169113919138908,0.661558091640472
21619,0.11841993778944,0.0953893959522247,0.0468184091150761,0.739372253417969
21620,0.05926613509655,0.705737471580505,0.050630297511816,0.184366121888161
21621,0.116485685110092,0.232449069619179,0.101360999047756,0.549704253673553
21622,0.0588763505220413,0.13904270529747,0.0926012545824051,0.709479689598083
21623,0.335738122463226,0.284827589988708,0.284134864807129,0.0952994599938393
21624,0.343641519546509,0.471152812242508,0.121174000203609,0.0640316531062126
21625,0.157668560743332,0.377159416675568,0.382310450077057,0.0828615203499794
21626,0.303880959749222,0.382766216993332,0.226358249783516,0.086994580924511
21627,0.200137913227081,0.275043159723282,0.41990652680397,0.104912452399731
21628,0.150616437196732,0.549315214157104,0.249398782849312,0.0506695881485939
21629,0.473488211631775,0.220664635300636,0.202314212918282,0.103532917797565
21630,0.198391079902649,0.4417844414711,0.245652049779892,0.114172481000423
21631,0.144477143883705,0.312125474214554,0.447291702032089,0.0961057096719742
21632,0.162492275238037,0.271568089723587,0.43833526968956,0.127604350447655
21633,0.199769556522369,0.338979989290237,0.321017771959305,0.140232712030411
21634,0.139128088951111,0.662019014358521,0.16051159799099,0.0383412316441536
21635,0.0818447396159172,0.651376605033875,0.23111928999424,0.0356593206524849
21636,0.480936497449875,0.169372752308846,0.24463526904583,0.105055540800095
21637,0.422468036413193,0.301857829093933,0.184135153889656,0.0915390253067017
21638,0.157452508807182,0.454482555389404,0.248624786734581,0.139440134167671
21639,0.211891546845436,0.572280645370483,0.128271207213402,0.0875566229224205
21640,0.475955992937088,0.265026807785034,0.199240744113922,0.0597764737904072
21641,0.22822967171669,0.293787151575089,0.390401303768158,0.0875818729400635
21642,0.417302995920181,0.254484474658966,0.201128214597702,0.127084255218506
21643,0.118360266089439,0.288119584321976,0.472351253032684,0.121168874204159
21644,0.320206493139267,0.252952814102173,0.250525444746017,0.176315233111382
21645,0.110432803630829,0.54534238576889,0.230000287294388,0.114224560558796
21646,0.192763492465019,0.271174848079681,0.43590721487999,0.100154407322407
21647,0.220483332872391,0.224953085184097,0.413150072097778,0.141413539648056
21648,0.283923983573914,0.143216326832771,0.432815849781036,0.140043914318085
21649,0.479638069868088,0.0987427830696106,0.345831215381622,0.0757878944277763
21650,0.196063309907913,0.296630293130875,0.371478676795959,0.135827749967575
