"No","Ch1","Ch2","Ch3","Ch4"
21566,0.203879595328977,0.148483253437942,0.477437660795102,0.170199496584708
21567,0.0759908830748403,0.343533382000684,0.452711921948186,0.127763818098564
21568,0.259053748356796,0.427633136747659,0.20206951582539,0.111243603167975
21569,0.40650326871443,0.131876406249502,0.353429666927819,0.108190658108249
21570,0.142383918814037,0.242947848280822,0.538378019239949,0.0762902095673726
21571,0.107525966985003,0.643163233048197,0.154277317193539,0.0950334766265312
21572,0.213345883766572,0.141873678069065,0.500108611579242,0.144671810193845
21573,0.194426454255159,0.204500875208733,0.331431992150944,0.269640678385164
21574,0.174974193245262,0.320616026732071,0.386991273306835,0.117418496471284
21575,0.0679423796980625,0.108563210345481,0.702837619194384,0.120656785639799
21576,0.246959784748716,0.204410101072318,0.36537878871679,0.18325129677744
21577,0.213900723595401,0.170436178995618,0.544790209854382,0.0708728916524185
21578,0.336353973322723,0.300787217620163,0.220029755685104,0.142829073861107
21579,0.0987290138082727,0.212952657786758,0.369412017717533,0.31890628814943
21580,0.107204616767378,0.495691251973698,0.222803286336798,0.174300820335209
21581,0.36765510683385,0.161829224537158,0.270966725107254,0.199548918934821
21582,0.110929461025718,0.170064924760111,0.525413084159727,0.193592509565347
21583,0.152948925817299,0.215851200867941,0.33902266565068,0.292177174881525
21584,0.267573166472176,0.34527570229733,0.173937242616644,0.213213872222573
21585,0.398322457028204,0.199311514865646,0.179949595934447,0.222416440367341
21586,0.17247294220163,0.421597113948444,0.261157334206076,0.144772589154754
21587,0.0863593312706434,0.525280365227223,0.220244226590179,0.168116083058684
21588,0.0908391482915833,0.138181808954482,0.536842168347053,0.234136903091617
21589,0.168480249110056,0.110351252831195,0.534508333204389,0.186660177147818
21590,0.0725596852132817,0.13668485583327,0.600930160221489,0.189825316147692
21591,0.0798598502102172,0.211430338403766,0.446825382184947,0.261884443543438
21592,0.147760316410076,0.354022579093923,0.105078322090756,0.393138798796523
21593,0.523168606048581,0.188591553169167,0.135025713336968,0.153214098760548
21594,0.167430841890366,0.177214332251088,0.264536171651137,0.390818629620494
21595,0.346174256760498,0.163059446744543,0.112655018436453,0.378111282156325
21596,0.174038239788527,0.578094284926755,0.11548855858094,0.132378920801598
21597,0.325572752065655,0.288442173957646,0.0884260603021466,0.297558997283275
21598,0.116728161720522,0.325877350886008,0.340894288258038,0.21650021142889
21599,0.248336333961322,0.355294331157583,0.25224312702152,0.144126207859575
21600,0.17004804508216,0.236985427690768,0.100997746896663,0.491968804917325
21601,0.125788597756441,0.204811666111673,0.21529734088094,0.454102415740043
21602,0.063874575366284,0.376487074582384,0.346682923931679,0.212955410752831
21603,0.478422159818874,0.103451667344575,0.111971395620811,0.306154785411379
21604,0.059268295801785,0.197309303698109,0.491278451976033,0.252143940328435
21605,0.140076342483667,0.0676521452512408,0.559839955360993,0.232431534366093
21606,0.247532005277441,0.0672061344921431,0.409229865002221,0.276031997277104
21607,0.457352649540022,0.123529774977685,0.0915335850027771,0.327583957696962
21608,0.22535015377237,0.442937303829318,0.0582597620180644,0.273452762964515
21609,0.0850974930969737,0.0888982837877307,0.49379397444818,0.332210242520387
21610,0.262019634187624,0.382556413219071,0.0578604553946234,0.297563494125317
21611,0.0672959046586343,0.0991891120919312,0.547602735068844,0.285912239984952
21612,0.573589041462724,0.105679407389625,0.227577833096306,0.0931537139535265
21613,0.0589132571450505,0.173436891946053,0.405143668385281,0.362506162034518
21614,0.0941932710532708,0.419084987062207,0.265275901525855,0.221445844456487
21615,0.241425682573036,0.371766648987781,0.0572164098397065,0.329591243232655
21616,0.14066474016538,0.0429803309217235,0.677192323037173,0.139162594094492
21617,0.172640939488046,0.334277873109841,0.224243628050479,0.268837559351633
21618,0.222033584972417,0.0809492168046055,0.23150452902091,0.465512673299888
21619,0.1825618625134,0.193408576420311,0.0996522824736547,0.524377278592633
21620,0.0985769475909368,0.646789908395714,0.0673131316372458,0.187320018522833
21621,0.154544278858662,0.298580063204805,0.14936655760705,0.39750911672076
21622,0.115290097334329,0.285811419027677,0.134735236328648,0.464163247309346
21623,0.291747171553536,0.374157907385965,0.226999019459449,0.107095932334695
21624,0.382106774330496,0.354120352821819,0.160648234801805,0.103124644192609
21625,0.156372444111591,0.226807367265493,0.479149011787267,0.137671154297643
21626,0.397108481878016,0.265479359814877,0.22789169149599,0.109520434028562
21627,0.192795960121471,0.233482536161947,0.456188495991112,0.117533003627651
21628,0.206856135781603,0.533390001409773,0.185684182908179,0.0740697075607256
21629,0.450248636423737,0.259592720694181,0.17235007498754,0.117808549454355
21630,0.207280328996044,0.330844147930081,0.260658115809826,0.201217390872773
21631,0.16512458453896,0.17667872832119,0.592513723110688,0.065682961468025
21632,0.169226570589387,0.235208419339544,0.462185674043431,0.133379340125457
21633,0.176606255825581,0.39863131377159,0.257972579957663,0.166789858640804
21634,0.197645662940558,0.586933232077595,0.1484324699399,0.0669886032838478
21635,0.0962722953112944,0.655086883571909,0.177458297217759,0.0711825259479471
21636,0.420372494733494,0.311524389905372,0.149026321813554,0.11907679559649
21637,0.379465700855767,0.367416376081006,0.149928296160796,0.103189641244799
21638,0.196299069572514,0.465155124494518,0.261941196041173,0.0766045873537883
21639,0.201846543451523,0.586268299438249,0.116334769514011,0.0955503957918558
21640,0.416732309888239,0.313701971590161,0.182472708566614,0.0870930007348923
21641,0.286386167134035,0.277202864377753,0.35398465864796,0.0824263323782601
21642,0.457717721206674,0.176897405378375,0.22921691729144,0.136167984808246
21643,0.110286577978078,0.225514343907048,0.550359069206368,0.113840008908506
21644,0.310107830084156,0.27250846146733,0.197474633828588,0.21990905003301
21645,0.114278411820553,0.571906957825621,0.173912125816946,0.139902537319435
21646,0.157952699754415,0.191672279396425,0.521568006536235,0.128807020459654
21647,0.170218050272122,0.22712381752892,0.421799964206419,0.180858184383816
21648,0.307439700483918,0.160862685467439,0.369460543791304,0.162237045670422
21649,0.447211307870305,0.118886941594855,0.340419960824,0.0934817979064793
21650,0.144586024430023,0.305551205850255,0.365754421196063,0.18410834032802
21651,0.420708540741025,0.105276013446645,0.204604679636512,0.26941075388236
21652,0.128466201503796,0.122735959006616,0.279857010198855,0.468940841584192
21653,0.594147093145029,0.154970085293032,0.109108225962167,0.141774583306314
21654,0.563982037746388,0.134467214629658,0.179421456941198,0.122129302976215
21655,0.294989998274479,0.0882805480181926,0.507740716321179,0.108988759924157
21656,0.432999534149845,0.117171752962774,0.188878421277657,0.260950295707543
21657,0.520571951869724,0.108772852732011,0.168907037245548,0.201748149957078
21658,0.413889516845368,0.148649144955706,0.202027221702073,0.235434132888131
21659,0.535482369740864,0.108062475267937,0.147553598323929,0.208901564862909
21660,0.158930774945682,0.103837468586248,0.25838930206499,0.478842450305261
21661,0.195135307826962,0.259602490663975,0.276257088478805,0.269005129421535
21662,0.106433988804894,0.64767125637635,0.0982116648991559,0.147683081723962
21663,0.103265204540882,0.138747940875445,0.660165440911117,0.0978214198192849
21664,0.118077717553908,0.298587244418429,0.304249302026392,0.279085736001271
21665,0.364722357473631,0.242844908764918,0.184754909912328,0.207677823849123
21666,0.115930608271815,0.337033528266014,0.269147866767743,0.277888025379163
21667,0.076599803156704,0.366584824043504,0.31657359100532,0.240241763354286
21668,0.297451085555946,0.248541178558765,0.227468829598652,0.226538922677914
21669,0.235913180516309,0.282314380480611,0.129176219924726,0.352596219078355
21670,0.119160969948013,0.58182086105915,0.106145441891818,0.192872739394476
21671,0.0766148462640247,0.406071625176309,0.442205672272142,0.0751078480918859
21672,0.0977531537463862,0.198782583717061,0.459619480018495,0.243844782518058
21673,0.411876429599532,0.242901482720157,0.0692969681829147,0.27592509286157
21674,0.370184624371589,0.143581176381642,0.270676853294404,0.215557354148003
21675,0.38069307457382,0.173332943875661,0.0925429831564741,0.353431002491865
21676,0.0718794049580639,0.686976606069297,0.135252327356918,0.105891663664631
21677,0.589062681034587,0.0896716409006798,0.183804283165994,0.137461394898738
21678,0.142366568641416,0.431940966281577,0.34792345700146,0.077769012173367
21679,0.162601475766127,0.545027781667738,0.0671690809985866,0.225201669763187
21680,0.391957556050846,0.143173482805223,0.344182191737767,0.120686781699623
21681,0.302766045845341,0.120785617511691,0.199003621639832,0.377444694514039
21682,0.391417337196699,0.272842425541363,0.109348102561806,0.226392159287048
21683,0.305117202725546,0.084672828901118,0.333254152306284,0.276955816067051
21684,0.302589059255827,0.11991377750124,0.25157230889824,0.32592487073597
21685,0.113090910131427,0.27988409855734,0.123250454564257,0.483774524453519
21686,0.108727045770528,0.417717841573652,0.236931600003898,0.236623488065006
21687,0.186605913841028,0.108195664123192,0.416634593546569,0.288563816195753
21688,0.233753945242831,0.140112958297223,0.136063160287074,0.490069907488136
21689,0.202224872576288,0.604388856485687,0.0744221369351919,0.118964168834298
